title,story,num_episodes,show_start,series_type,genres,picture
ACE WO NERAE!,"هيرومي أوكا فتاة في المرحلة الثانوية تطمح بأن تصبح لاعبة تنس محترفة.. لأنها أعجبت بـ ريكا ريوزاكي وهي أفضل لاعبة كرة مضرب في فريق المدرسة، وقد لقبت لمهارتها بــ “سيدتي الفراشة”.. يتم تعيين مدرب جديد للفريق جين موناتاكا حيث يقوم بتدريب هيرومي لتغدو لاعبة محترف الأسماء البديلة :Ace o Nerae, Aim for the Ace! الاسم باليابانية :エースをねらえ!",26.0,1973.0,TV,"دراما, رومانسي, مدرسي, شوجو, رياضي",https://animeslayer.space/wp-content/uploads/2020/09/91264.jpg
ACTIVE RAID: KIDOU KYOUSHUUSHITSU DAI HACHI GAKARI,تدور أحداثها في منطقة في طوكيو تقع في مأزق ٬ فرقة ”ذا ايت“ و التي تتبع الوحدة الثامنة من قسم الأمن العام الخاص الخامس و الذين يرتدون دروع ”ويلوار“ لمواجهة ارتفاع معدلات الجريمة . الاسم باليابانية :アクティヴレイド　－機動強襲室第八係－ الاسم بالإنجليزية :Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit الاسم بالعربية :مداهمة مفعلة - غارة مفعلة - هجوم نشط,12.0,2016.0,TV,"كوميدي, ميكا, بوليسي, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/01/35-5.jpg
ACTIVE RAID: KIDOU KYOUSHUUSHITSU DAI HACHI GAKARI 2ND,تكمله للاحداث الموسم الاول ... تدور أحداثها في منطقة في طوكيو تقع في مأزق ٬ فرقة ”ذا ايت“ و التي تتبع الوحدة الثامنة من قسم الأمن العام الخاص الخامس و الذين يرتدون دروع ”ويلوار“ لمواجهة ارتفاع معدلات الجريمة . الاسم باليابانية :アクティヴレイド　－機動強襲室第八係－ 2nd الاسم بالإنجليزية :Active Raid: Special Public Security Fifth Division Third Mobile Assault Eighth Unit 2nd الاسم بالعربية :مداهمة مفعلة - غارة مفعلة - هجوم نشط الموسم الثاني,12.0,2016.0,TV,"كوميدي, ميكا, بوليسي, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/01/34-5.jpg
Africa no Salaryman (TV),قصة أنمي Africa no Salaryman (TV) تدور أحداثها حول أسد و طائر طوقان و سحلية يعيشون حياة العاملين في المكاتب على النظام الرأسمالي في اليابان، و يتعاملون أيضًا مع كونهم حالات فريدة تعيش خارج حدود السافانا.,11.0,2019.0,TV,"شريحة من الحياة, كوميدي",https://animeslayer.space/wp-content/uploads/2020/09/Anime4up_2019.10.06_21h12m46s_002_.png
Afro Samurai,"تدور هذه القصة في عالم تمتزج فيه تقاليد الساموراي بالتكنولوجيا المتطورة ... حيث يحكى ان من يملك رابطة الرأس الرقم 1 يحكم العالم و الوحيد المؤهل لقتاله هو مالك رابطة الرأس الرقم 2 ... و بطل القصة أفرو ساموراي هو مالك الرابطة رقم 2 و يبحث عن ""جاستس"" لكي يهزمه و ينتقم لأبيه .. الاسم باليابانية :アフロサムライ الاسم بالإنجليزية :Afro Samurai الاسم بالعربية :الساموراي أفرو",5.0,2007.0,TV,"ساموراي, مغامرات, أكشن",https://animeslayer.space/wp-content/uploads/2021/01/17-10.jpg
AFTER WAR GUNDAM X,"قصة أنمي After War Gundam X تدور في يوم وقعت فيه حرب ! وكانت قبل خمسة عشرة عاماً أعلنت إحدى المستعمرات الفضائية بكل جراءة استقلالها عن منظمة الاتحاد الأرضي مما أدى إلى اشتعال الحرب بينهما في الفضاء الواسع إثناء تلك الحرب بين المستعمرات الفضائية واتحاد الأرض التي دامت 8 أشهر متواصلة أرسلت المستعمرات الفضائية رسالة تهديد للأرض وطلبت منهم الاستسلام أو تصطدم المستعمرات الفضائية بكوكب الأرض ! وكان لها ما أرادت لكن بعكس ما خططت له ! فقد استعدت الأرض بقوة جديدة فريدة من نوعها للقضاء على الحرب بينها وبين المستعمرات الفضائية لكن خسرت منظمة الأرض في هذه الحرب أكثر مما توقعت للأسف جارود ران فتى بعمر 17 عام عاش في الفترة ما بعد الحرب يلتقي بالنيوتايب تيفا عادل والتي تملك قدرات تجعل المنظمات تطاردها ! يا ترى ما هو سر تيفا عادل؟ وما هي قصة جارود ران؟ ومن هو جميل نايت وما علاقته بتيفا عادل؟ وما قصة الجندام إكس سر إتحاد الأرض؟ الأسماء البديلة :Mobile New Century Gundam X, Kidou Shinseiki Gundam X الاسم باليابانية :機動新世紀ガンダムX الاسم بالإنجليزية :After War Gundam X",39.0,1996.0,TV,"مغامرات, دراما, ميكا, خيال علمي, فضائي",https://animeslayer.space/wp-content/uploads/2020/09/16054.jpg
AGATHA CHRISTIE NO MEITANTEI POIROT TO MARPLE,"الشابّة مايبل ويست إبنة كاتب الغموض (ريموند ويست) , الّذي يريدها أن تعيش حياة طبيعيّة لكنّ مايبل تريد أن تصبح محققة كبيرة , و تذهب إلي لندن لكي تكون مساعدة المحقق البلجيكيي الشهير (هركيول بوارو) و تعيش في حياة الألغاز و الغموض , و تقضي أيضاً بعض الوقت مع خالتها (جين ماربل) . الاسم باليابانية :アガサ・クリスティーの名探偵ポワロとマープル الاسم بالإنجليزية :Agatha Christie's Great Detectives Poirot and Marple",39.0,2004.0,TV,"تاريخي, غموض",https://animeslayer.space/wp-content/uploads/2021/01/agatha-christie-no-meitantei-poirot-to-marple-poster-14071.jpg
Aharen-san wa Hakarenai,قصة انمي Aharen-san wa Hakarenai تحكي عن “اهارين رينا”، طالبة صغيرة ولطيفة هادئة، سيئة للغاية في تحديد المسافة والمساحة الشخصية. أحيانًا تكون على بعد سنتيمترات من وجهك، وفي أوقات أخرى، على بعد أميال جدًا! الشخص الوحيد الذي يحاول فهم سلوكها الغريب هو “ماتسوبوشي ريدو”، الذي يجلس بجانبها في الفصل. لديه وجه مخيف، لكنه في الواقع فتى لطيف لديه خيال يمكن أن يصبح جامحا في بعض الأحيان. يتبع الانمي هذا الثنائي الغريب حيث تبدأ صداقتهما الغريبة في الازدهار عندما يلتقط “ريدو” ممحاة “اهارين” من أجلها. قد أخطأت في فهمه وتعتقد الآن أنهم أفضل أصدقاء، مما يوضح كيف يمكن لأبسط الأشياء أن تكون أكثر التحديات تعقيدًا بالنسبة لهم.,12.0,2022.0,TV,"شونين, كوميدي, مدرسي",https://animeslayer.space/wp-content/uploads/2022/04/120636.webp
Ahiru no Sora,قصة انمي Ahiru no Sora تدور عن الفتى القصير الضعيف المنتقل للتو إلى مدرسة جديدة، سورا كوروماتاني الذي يبلغ طوله 149 سم لكنه رغم ذلك يحب كرة السلة، كان يريد أن يغدو أطول كوالدته التي كانت لاعبة كرة سلة، هل سيتمكن سورا من دخول نادري كرة السلة على الرغم من كل المصاعب؟,50.0,2019.0,TV,"رياضي, دراما, شونين, مدرسي",https://animeslayer.space/wp-content/uploads/2020/09/Ashampoo_Snap_2019.09.12_23h50m57s_006_.png
Aho Girl,القصة تدور حول فتاة غبية جدًا تدعى يوشيكو (من درجة غبائها تستطيع أخذ 0 في اختبار الإختيارات المتعددة) المتعلقة بصديق طفولتها الذي لا يملك أي خيار سواء الاعتناء بها,12.0,2017.0,TV,"كوميدي, رومانسي, مدرسي, شونين",https://animeslayer.space/wp-content/uploads/2020/09/86665.jpg
AI no Idenshi,قصة الخيال العلمي هذه تصور طبيبًا «يعالج» الروبوت ومشاكل الإنسان في المستقبل القريب، عندما يمثل البشر الذين لديهم ذكاء اصطناعي 10٪ من السكان. الشخصية الرئيسية، الدكتور “سودو هيكارو“، يحمل أيضًا الاسم السري “موغاديت“، والذي بموجبه يتولى سرًا الإجراءات الطبية غير القانونية. على سبيل المثال، بالنسبة للرجل الذي أصاب زوجته النصف بشرية عن غير قصد بفيروس كمبيوتر عند دعم بياناتها بشكل غير قانوني، يقترح “سودو” إجراء عملية لإعادة كتابة ذاكرتها باستخدام بيانات احتياطية. هل يمكن حقًا أن يُعتبر الوجود الذي تم استبداله ببيانات احتياطية هو نفسه ما كان من قبل؟,12.0,2023.0,TV,"نفسي, دراما, شونين, خيال علمي",https://animeslayer.space/wp-content/uploads/2023/07/ai_no_idenshi_11606.webp
Ai no Utagoe wo Kikasete,قصة Ai no Utagoe wo Kikasete فيلم تحكي الانمي قصة “شيون” الجميلة والغامضة التي انتقلت إلى مدرسة كيبو الثانوية حيث سرعان ما أصبحت مشهورة بسبب شخصيتها المتفتحة وموهبتها الرياضية الاستثنائية… لكن، تحولت إلى أنها ذكاء اصطناعي في مرحلة الاختبار! هدف شيون هو جلب السعادة لـ“ساتومي” المنعزلة. ومع ذلك، فإن استراتيجيتها هي شيء لا يتوقعه أي بشري عادي، فهي تغني لـ“ساتومي” في منتصف الفصل الدراسي. بعد اكتشاف أن شيون هي ذكاء اصطناعي، ساتومي وصديق طفولتها، المهووس بالهندسة توما، يقومون بمراقبة الطالبة الجديدة بشكل دائم. جنبا إلى جنب مع غوتشان الشعبي والجذاب، وايا القوية الإرادة، وعضو نادي الجودو ثاندر، أصبحوا متأثرين أكثر فأكثر بغناء “شيون” مع أن تصرفاتها الغريبة تحيرهم. لكن ما تفعله شيون من أجل ساتومي ينتهي به المطاف بإشراكهم جميعًا في اضطراب وصخب حقيقي. استعد للقصة الحماسية لذكاء اصطناعي غير جاهز تمامًا، وزملائه في الفصل!,1.0,2021.0,Movie,"موسيقي, مدرسي, دراما, خيال علمي",https://animeslayer.space/wp-content/uploads/2022/04/116583.webp
Ai Tenchi Muyou,في هذه القصة، فإن العالم في حالة من الفوضى، وذلك بفضل Washu. الآن من أجل حفظه، يجب Tenchi ماساكي يذهب السرية كمدرس طالب في مدرسة للبنات. لسوء الحظ بالنسبة له، مشكلة دائما يأتي طريقه كما كان لديه صعوبة في التعامل مع الصخب طلبته المستجدين .. الأسماء البديلة :Tenchi Muyo! Love الاسم باليابانية :愛・天地無用!,50.0,2014.0,TV,"كوميدي, خيال علمي, شونين",https://animeslayer.space/wp-content/uploads/2021/01/50-15.jpg
